,author,content,region,language,publish_date,followers,retweet,account_category,mentions,exist_target
137354,WARFAREWW,'@WarfareWW 2K12E Kvadrat - export version of 2K12 Kub. Specifications attached: https://t.co/pDdxgplcqz',United States,English,1/22/2016 15:20,26740,0,NewsFeed,WARFAREWW,True
137355,WARFAREWW,"'@WarfareWW SAM believed to be in a working condition, but #IS unlikely to use it because of complexity(pics) https://t.co/W6Z9VCCeUA'",United States,English,1/22/2016 15:34,26740,0,NewsFeed,WARFAREWW,True
137358,WARFAREWW,'@WarfareWW !!!WARNING!!!GRAPHIC CONTENT!!! Cameraman heavy bleeding after being shot #Cizre https://t.co/7p04mjVU5e',United States,English,1/22/2016 7:25,26740,0,NewsFeed,WARFAREWW,True
137359,WARFAREWW,'@WarfareWW !!!WARNING!!!GRAPHIC CONTENT!!! Cameraman heavy bleeding after being shot by #Turkish forces #Cizre https://t.co/8qjiFzUyZU',United States,English,1/22/2016 7:38,26740,0,NewsFeed,WARFAREWW,True
137360,WARFAREWW,'@WarfareWW WARNING!!!GRAPHIC!!! 3rd video shows allegedly dead civilians and cameraman suffering from blood loss https://t.co/1drCxpPJCB',United States,English,1/22/2016 7:50,26740,0,NewsFeed,WARFAREWW,True
137361,WARFAREWW,'@WarfareWW WARNING!!!GRAPHIC!!! 3rd video shows allegedly dead civilians and cameraman suffering from blood loss https://t.co/GPrya6XryW',United States,English,1/22/2016 7:54,26740,0,NewsFeed,WARFAREWW,True
137362,WARFAREWW,'@WarfareWW !!!WARNING!!!GRAPHIC!!! 3rd video shows allegedly dead civilians and cameraman suffering from blood loss https://t.co/1pZoZPCtK1',United States,English,1/22/2016 7:59,26740,0,NewsFeed,WARFAREWW,True
137363,WARFAREWW,"'@WarfareWW New LRS rockets: single 90 kg HE warhead GPS, inertial navigation system guidance CEP <10m; range ~70 km https://t.co/aPIUFPEj6d'",United States,English,1/22/2016 8:05,26740,0,NewsFeed,WARFAREWW,True
137364,WARFAREWW,'@WarfareWW Zauralets-D SPG is being developed on the base of 2S25M Sprut-SDM1(on main photo)/VPK-3927 Volk https://t.co/n0IDayhqpQ',United States,English,1/22/2016 8:39,26740,0,NewsFeed,WARFAREWW,True
137365,WARFAREWW,'@WarfareWW https://t.co/vJiB33tl1A',United States,English,1/22/2017 3:09,26740,0,NewsFeed,WARFAREWW,True
137366,WARFAREWW,"'@WarfareWW https://t.co/vJiB33tl1A F-35s, F-22s and other fighter jets will soon use improved AI to control nearby drone wingmen https://t.co/DsLxA7x4LV'",United States,English,1/22/2017 3:11,26740,0,NewsFeed,WARFAREWW,True
137367,WARFAREWW,'@WarfareWW https://t.co/hKFDlSoYMl',United States,English,1/22/2017 3:11,26740,0,NewsFeed,WARFAREWW,True
137368,WARFAREWW,'@WarfareWW https://t.co/U3FdXhbSP3',United States,English,1/22/2017 3:12,26740,0,NewsFeed,WARFAREWW,True
137369,WARFAREWW,'@WarfareWW #Qatar’s request for F-15E Strike Eagle & #Kuwait’s request for F-18E/F Super Hornet are 2 years old https://t.co/Ns3RApJVh5',United States,English,1/23/2016 15:52,26740,0,NewsFeed,WARFAREWW,True
137370,WARFAREWW,"'@WarfareWW According to source: Defense Dept./State Dept. both support the sales, White House has put on the brakes https://t.co/VWbS7Rfxi5'",United States,English,1/23/2016 15:55,26740,0,NewsFeed,WARFAREWW,True
137371,WARFAREWW,'@WarfareWW Increase in #UK arms sales occurred btwn July/September under 5 gov.-backed licenses from Dept of BIS https://t.co/xHkd5VeFIs',United States,English,1/24/2016 20:21,26740,0,NewsFeed,WARFAREWW,True
137372,WARFAREWW,'@WarfareWW Ankara is worried that Turkish Kurds could get an advanced weapons such as #Russian ATGM The Kornet https://t.co/vp3YFx1lUv',United States,English,1/24/2016 21:02,26740,0,NewsFeed,WARFAREWW,True
137373,WARFAREWW,"'@WarfareWW #Tehran bans re-export of #Turkish goods to #Russia, aims for tighter economic ties https://t.co/jMnl9VN8Nt'",United States,English,1/25/2016 13:34,26740,0,NewsFeed,WARFAREWW,True
137374,WARFAREWW,'@WarfareWW #Iraqi PM Haider al-Abadi has renewed his call on #Turkey to withdraw its troops from northern #Iraq https://t.co/16TNRFJjXC',United States,English,1/25/2016 13:35,26740,0,NewsFeed,WARFAREWW,True
137375,WARFAREWW,'@WarfareWW .@mfaegypt (FM spokesperson) called on #Turkish officials to stop denying #Egypt’s international status https://t.co/mXJM1t4i9x',United States,English,1/25/2016 13:38,26740,0,NewsFeed,WARFAREWW,True
137378,WARFAREWW,'@WarfareWW .@MfaEgypt ...and to pay attention to its own violations against its citizens',United States,English,1/25/2016 13:43,26740,0,NewsFeed,WARFAREWW,True
137380,WARFAREWW,"'@WarfareWW The Dassault Rafale (literally meaning ""gust of wind"" and ""burst of fire"" in a more military sense) https://t.co/TAJGjNzQ8d'",United States,English,1/25/2016 15:05,26740,0,NewsFeed,WARFAREWW,True
137381,WARFAREWW,"'@WarfareWW The FN F2000 5.56×45mm NATO bullpup assault rifle, designed by FN Herstal in Belgium https://t.co/xrW7FVDjlT'",United States,English,1/25/2016 7:53,26740,0,NewsFeed,WARFAREWW,True
137382,WARFAREWW,'@WarfareWW India to consider #French fighter jets for Navy’s newest aircraft carrier  https://t.co/7raoLj6tjP https://t.co/kUuu3P644h',United States,English,1/26/2016 1:36,26740,0,NewsFeed,WARFAREWW,True
137383,WARFAREWW,'@WarfareWW https://t.co/bwgOGTgXbV',United States,English,1/26/2017 14:26,26740,0,NewsFeed,WARFAREWW,True
137384,WARFAREWW,'@WarfareWW These powerplants to be transported by military cargo jets/to be fully autonomous and optimized https://t.co/ONUpjFpgzs',United States,English,1/27/2016 10:00,26740,0,NewsFeed,WARFAREWW,True
137385,WARFAREWW,'@WarfareWW #Russia is constructing natural resource infrastructure https://t.co/4zAIita2sO',United States,English,1/27/2016 10:03,26740,0,NewsFeed,WARFAREWW,True
137386,WARFAREWW,'@WarfareWW Key reason for #Russia’s investment is the increasing amount of access to natural resources in the Arctic https://t.co/7EMVTx5ZPC',United States,English,1/27/2016 10:05,26740,0,NewsFeed,WARFAREWW,True
137387,WARFAREWW,'@WarfareWW They are building new energy plants like the Yamal LNG plant in the estuary of the Ob River https://t.co/vx88MPe42z',United States,English,1/27/2016 10:06,26740,0,NewsFeed,WARFAREWW,True
137388,WARFAREWW,"'@WarfareWW $27 billion project is a joint venture supported by #Russia’s Novatek, #French Total, #China NPC https://t.co/5P9sk6ovnL'",United States,English,1/27/2016 10:08,26740,0,NewsFeed,WARFAREWW,True
137389,WARFAREWW,'@WarfareWW #Russia is constructing 16 deep-water ports/~13 airfields that could be used to transport resources https://t.co/AN3YfMFFNa',United States,English,1/27/2016 10:10,26740,0,NewsFeed,WARFAREWW,True
137390,WARFAREWW,'@WarfareWW Russia’s recent mili.doctrine announced protection of “national interests in the Arctic” for the 1st time https://t.co/d7cTN1pSOn',United States,English,1/27/2016 10:12,26740,0,NewsFeed,WARFAREWW,True
137391,WARFAREWW,'@WarfareWW Russia’s recent mili.doctrine announced protection of “national interests in the Arctic” for the 1st time https://t.co/lnTdRktVvs',United States,English,1/27/2016 10:13,26740,0,NewsFeed,WARFAREWW,True
137392,WARFAREWW,'@WarfareWW Its remaining divisions will be assigned to a state-owned strategic conglomerate Ukroboronprom https://t.co/q0erMvyOgx',United States,English,1/27/2016 18:33,26740,0,NewsFeed,WARFAREWW,True
137393,WARFAREWW,"'@WarfareWW Updated T-72 feat. new main gun, stab., sights, fire control, capable of firing 9M119 Svir guided missile https://t.co/nT9tEBHJCQ'",United States,English,1/27/2016 22:44,26740,0,NewsFeed,WARFAREWW,True
137394,WARFAREWW,"'@WarfareWW Updated T-72 feat. new main gun, stab., sights, fire control, capable of firing 9M119 Svir guided missile https://t.co/YlZ4g9mgis'",United States,English,1/27/2016 22:44,26740,0,NewsFeed,WARFAREWW,True
137395,WARFAREWW,"'@WarfareWW Additional armor, inc. additional 20mm(0.8"") in the front of hull, improved engine, Contact-1/5 ERA https://t.co/ItUmOObhHj'",United States,English,1/27/2016 22:47,26740,0,NewsFeed,WARFAREWW,True
137396,WARFAREWW,'@WarfareWW FAB-500Sh/ShN/ShL modern design High Explosive parachute retarded blast bomb https://t.co/YcROQNfuSX',United States,English,1/27/2016 23:02,26740,0,NewsFeed,WARFAREWW,True
137400,WARFAREWW,'@WarfareWW #Russia is building and supporting more Arctic bases than any other country https://t.co/lD6TzcHmHE',United States,English,1/27/2016 9:41,26740,0,NewsFeed,WARFAREWW,True
137401,WARFAREWW,'@WarfareWW Russia has augmented their forces by forming the relatively new #Russian Arctic Brigade https://t.co/TIDvVvnuUg',United States,English,1/27/2016 9:42,26740,0,NewsFeed,WARFAREWW,True
137402,WARFAREWW,'@WarfareWW Russia has augmented Arctic bases forces by forming the relatively new #Russian Arctic Brigade https://t.co/kPlbqblYBy',United States,English,1/27/2016 9:44,26740,0,NewsFeed,WARFAREWW,True
137403,WARFAREWW,'@WarfareWW Russia has augmented Arctic bases forces by forming the relatively new #Russian Arctic Brigade',United States,English,1/27/2016 9:44,26740,0,NewsFeed,WARFAREWW,True
137404,WARFAREWW,'@WarfareWW #Russia is building the largest and strongest icebreaking fleet in the world https://t.co/Au6sEcqbkt',United States,English,1/27/2016 9:45,26740,0,NewsFeed,WARFAREWW,True
137405,WARFAREWW,"'@WarfareWW As of May 2015, they had at least 14 icebreakers under construction and more in planning https://t.co/m0sOvMbdOW'",United States,English,1/27/2016 9:45,26740,0,NewsFeed,WARFAREWW,True
137406,WARFAREWW,'@WarfareWW Russia has made sev.significant investments in Arctic tech that'll give a leg-up in harsh environment https://t.co/al80SRbRyF',United States,English,1/27/2016 9:48,26740,0,NewsFeed,WARFAREWW,True
137407,WARFAREWW,'@WarfareWW On 25.11.2015 the 1st Arctic-optimized Mi-8AMTSh-VA helicopters were delivered to Rus.Ministry of Defense https://t.co/G2PCrQWKQ8',United States,English,1/27/2016 9:51,26740,0,NewsFeed,WARFAREWW,True
137408,WARFAREWW,"'@WarfareWW They have except. improvements to handle extreme cold f.e. improved engines, Teflon hoses for hydraulics/oil, heating systems'",United States,English,1/27/2016 9:54,26740,0,NewsFeed,WARFAREWW,True
137409,WARFAREWW,"'@WarfareWW specialized heating units specifically for the powerplant/rotor head gears, upgraded insulation, improved weather radar & etc'",United States,English,1/27/2016 9:55,26740,0,NewsFeed,WARFAREWW,True
137410,WARFAREWW,'@WarfareWW Another innovation: #Russia is exploring is the possibility of mobile nuclear powerplants https://t.co/G5q4i2LP1H',United States,English,1/27/2016 9:57,26740,0,NewsFeed,WARFAREWW,True
137411,WARFAREWW,'@WarfareWW Recent disclosures varied from earlier cases of civ.casualties- military didn't release docs detailing what happened in incidents',United States,English,1/28/2016 10:10,26740,0,NewsFeed,WARFAREWW,True
137412,WARFAREWW,"'@WarfareWW Air Force Col. Patrick Ryder, a Central Command spokesman, said that was by design https://t.co/yLHoCboKd3'",United States,English,1/28/2016 10:12,26740,0,NewsFeed,WARFAREWW,True
137413,WARFAREWW,'@WarfareWW #Yemen #Marib province #Hothis IED attack targets #Saudi convoy https://t.co/ph5rWgvP2h',United States,English,1/28/2016 11:11,26740,0,NewsFeed,WARFAREWW,True
137414,WARFAREWW,'@WarfareWW https://t.co/tT4WooodEA',United States,English,1/28/2016 11:23,26740,0,NewsFeed,WARFAREWW,True
137415,WARFAREWW,'@WarfareWW https://t.co/tBZIWG0Ypq',United States,English,1/28/2016 13:21,26740,0,NewsFeed,WARFAREWW,True
137416,WARFAREWW,'@WarfareWW #Russian State Television and Radio Broadcasting Company UAV footage of #SheikhMiskeen #Daraa district https://t.co/hgTriuxalO',United States,English,1/28/2016 13:51,26740,0,NewsFeed,WARFAREWW,True
137417,WARFAREWW,'@WarfareWW China’s marines conducted first military exercises in the Gobi Desert https://t.co/1AIAP4krIV',United States,English,1/28/2016 14:54,26740,0,NewsFeed,WARFAREWW,True
137418,WARFAREWW,'@WarfareWW Low temperatures in that region of the Gobi hovered around -15 degrees Celsius last week https://t.co/mhgHJ12mXS',United States,English,1/28/2016 14:57,26740,0,NewsFeed,WARFAREWW,True
137419,WARFAREWW,"'@WarfareWW With 105mm its cannon, ZTQ appears to have a mission of providing fire support to airborne/light forces https://t.co/aXgOfqPXJ2'",United States,English,1/28/2016 7:42,26740,0,NewsFeed,WARFAREWW,True
137420,WARFAREWW,"'@WarfareWW With its 105mm cannon, ZTQ appears to have a mission of providing fire support to airborne/light forces https://t.co/t2K5Llc8wE'",United States,English,1/28/2016 7:43,26740,0,NewsFeed,WARFAREWW,True
137421,WARFAREWW,'@WarfareWW The ZTQ could be a popular export to #African/#LatinAmerican countries https://t.co/BUfNoWEHjo',United States,English,1/28/2016 7:45,26740,0,NewsFeed,WARFAREWW,True
137422,WARFAREWW,'@WarfareWW Also ZTQ could replace 50 year old Type 59 tanks on the border with #India and #Vietnam https://t.co/LisJpnWhuR',United States,English,1/28/2016 7:47,26740,0,NewsFeed,WARFAREWW,True
137423,WARFAREWW,'@WarfareWW Highly likely the main concept of the tank same - as cancelled #American M8 Buford light tank https://t.co/xGaOkVXY3Z',United States,English,1/28/2016 7:51,26740,0,NewsFeed,WARFAREWW,True
137424,WARFAREWW,'@WarfareWW ATD-X is to be powered by 2 IHI Corporation XF5-1 thrust-vectoring turbofans https://t.co/i09F7qURrX',United States,English,1/29/2016 10:50,26740,0,NewsFeed,WARFAREWW,True
137425,WARFAREWW,"'@WarfareWW ~Specs so far revealed: take-off weight of 13t, service ceiling of 65,000 ft; max Mach level of 2.25; https://t.co/kPPpaJYl9J'",United States,English,1/29/2016 10:52,26740,0,NewsFeed,WARFAREWW,True
137426,WARFAREWW,'@WarfareWW Mach 1.82 in supercruise ; est. combat radius of 761 km (473 miles) https://t.co/uGhAzREkKj',United States,English,1/29/2016 10:54,26740,0,NewsFeed,WARFAREWW,True
137427,WARFAREWW,'@WarfareWW ATD-X fifth-generation fighter https://t.co/jREEjAqMnE',United States,English,1/29/2016 11:25,26740,0,NewsFeed,WARFAREWW,True
137428,WARFAREWW,'@WarfareWW Film was shot during the “Velayat 94” massive war games https://t.co/nfHiy76XCw',United States,English,1/29/2016 11:44,26740,0,NewsFeed,WARFAREWW,True
137429,WARFAREWW,'@WarfareWW The #Iranian army also managed to take pictures of the #American warship using Qadir Submarine https://t.co/NOwBXUVSHc',United States,English,1/29/2016 11:56,26740,0,NewsFeed,WARFAREWW,True
137430,WARFAREWW,'@WarfareWW #Japan puts military on alert for possible #NorthKorean missile test https://t.co/8MJeysPI5c',United States,English,1/29/2016 12:47,26740,0,NewsFeed,WARFAREWW,True
137431,WARFAREWW,'@WarfareWW Japan's MD ordered Aegis destroyers to be ready to target any #NorthKorean projectiles heading for #Japan https://t.co/dyJqqxmvH4',United States,English,1/29/2016 12:49,26740,0,NewsFeed,WARFAREWW,True
137432,WARFAREWW,'@WarfareWW Russian DM S.Shoigu: Build-up of the forces being deployed there to be stationed permanently is under way https://t.co/WJLM5uSsVb',United States,English,1/29/2016 16:07,26740,0,NewsFeed,WARFAREWW,True
137433,WARFAREWW,'@WarfareWW https://t.co/Fbk4Gslbun https://t.co/PKgN5QMffb',United States,English,1/29/2016 19:17,26740,0,NewsFeed,WARFAREWW,True
137434,WARFAREWW,"'@WarfareWW US focussed on identifying allies to work with, for what a senior mil.officer has envisioned as “decisive” confrontation with IS'",United States,English,1/29/2016 19:24,26740,0,NewsFeed,WARFAREWW,True
137435,WARFAREWW,'@WarfareWW https://t.co/eMaHR2jeGY',United States,English,1/29/2017 23:20,26740,0,NewsFeed,WARFAREWW,True
137436,WARFAREWW,"'@WarfareWW Group of protesters who stormed #Saudi embassy arrested, policemen injured https://t.co/XlBzQSyqEG'",United States,English,1/3/2016 0:28,26740,0,NewsFeed,WARFAREWW,True
137437,WARFAREWW,"'@WarfareWW Aftermath: Diplomatic staff were evacuated (All safe now), Police report: Situation calms down https://t.co/euxof5D3EN'",United States,English,1/3/2016 0:35,26740,0,NewsFeed,WARFAREWW,True
137438,WARFAREWW,"'@WarfareWW Purpose: defeat artillery, air def. concentrations, trucks, light armor/carriers, supp.troop, etc. https://t.co/na0Jt07mmy'",United States,English,1/3/2016 11:50,26740,0,NewsFeed,WARFAREWW,True
137439,WARFAREWW,'@WarfareWW North has already laid the groundwork to develop thermonuclear weapons https://t.co/Lhb019laD6',United States,English,1/3/2016 8:02,26740,0,NewsFeed,WARFAREWW,True
137440,WARFAREWW,"'@WarfareWW And may already be producing tritium, a radioactive isotope necessary to build more sophisticated nuclear weapons'",United States,English,1/3/2016 8:02,26740,0,NewsFeed,WARFAREWW,True
137441,WARFAREWW,'@WarfareWW Center of #Sheikh_Miskeen https://t.co/Klei8o88xI',United States,English,1/3/2016 9:02,26740,0,NewsFeed,WARFAREWW,True
137442,WARFAREWW,'@WarfareWW Russia’s operation in #Syria last October was in many ways a desperate measure and a gamble https://t.co/0Wc9RThAwa',United States,English,1/30/2016 13:02,26740,0,NewsFeed,WARFAREWW,True
137443,WARFAREWW,"'@WarfareWW In mid-summer of 2015, #Iranian spe.forces comm. Q.Soleimani flew to #Moscow with a blunt message https://t.co/hF6dcAJEA2'",United States,English,1/30/2016 13:03,26740,0,NewsFeed,WARFAREWW,True
137444,WARFAREWW,'@WarfareWW Russia’s operation in #Syria last October was in many ways a desperate measure and a gamble https://t.co/cSSRXRwGEt',United States,English,1/30/2016 13:03,26740,0,NewsFeed,WARFAREWW,True
137445,WARFAREWW,"'@WarfareWW ""The #Syrian regime was going to fall if things went on the way they were going and #Iran did not have the resources to stop it""'",United States,English,1/30/2016 13:04,26740,0,NewsFeed,WARFAREWW,True
137446,WARFAREWW,"'@WarfareWW V.Putin, still smarting from having lost #Libya, was determined to stop the fall of #Syria https://t.co/SVvs0ltn5C'",United States,English,1/30/2016 13:05,26740,0,NewsFeed,WARFAREWW,True
137447,WARFAREWW,"'@WarfareWW V.Putin, still smarting from having lost #Libya, was determined to stop the fall of #Syria https://t.co/X3wpvxg8Gb'",United States,English,1/30/2016 13:05,26740,0,NewsFeed,WARFAREWW,True
137448,WARFAREWW,'@WarfareWW The regime of B.Assad has to control a Y-shaped area and set of transportation routes if it is to survive https://t.co/Mu8IBMX2kF',United States,English,1/30/2016 13:06,26740,0,NewsFeed,WARFAREWW,True
137449,WARFAREWW,"'@WarfareWW  The ‘Y’ is anchored at the bottom by Damascus, the capital https://t.co/Qa850YQQc3'",United States,English,1/30/2016 13:07,26740,0,NewsFeed,WARFAREWW,True
137450,WARFAREWW,"'@WarfareWW In its metropolitan area live around 5 million #Syrians who are afraid of the 2 major forces battling the regime, #AlQaeda & #IS'",United States,English,1/30/2016 13:08,26740,0,NewsFeed,WARFAREWW,True
137451,WARFAREWW,"'@WarfareWW The trunk of the ‘Y’ stretches up to #Homs & then veers off to the left, to the key port city of #Latakia https://t.co/emEEwlK6lC'",United States,English,1/30/2016 13:09,26740,0,NewsFeed,WARFAREWW,True
137452,WARFAREWW,'@WarfareWW Controlling this huge ‘Y’ where 70% of Syrians live is a tall order. It is vulnerable at sev. key points https://t.co/Ad169qOy0v',United States,English,1/30/2016 13:10,26740,0,NewsFeed,WARFAREWW,True
137453,WARFAREWW,"'@WarfareWW Of which Rebels have attempted to take advantage: #Daraa, #Damascus, #Homs, #Idlib, #Aleppo etc. https://t.co/7VIOdT2lOY'",United States,English,1/30/2016 13:15,26740,0,NewsFeed,WARFAREWW,True
137454,WARFAREWW,"'@WarfareWW So when #Putin sent in his Air Force, it concentrated on protecting the ‘Y’ https://t.co/eUUo4MyFbB'",United States,English,1/30/2016 13:16,26740,0,NewsFeed,WARFAREWW,True
137455,WARFAREWW,'@WarfareWW  What has the #Russian air force accomplished? https://t.co/j5LBfX7uDa',United States,English,1/30/2016 13:18,26740,0,NewsFeed,WARFAREWW,True
137456,WARFAREWW,'@WarfareWW So what has the #Russian air force accomplished? https://t.co/1SwOZuMTZ0',United States,English,1/30/2016 13:18,26740,0,NewsFeed,WARFAREWW,True
137457,WARFAREWW,"'@WarfareWW Allowed the reopening of the road from #Hama to #Aleppo, end the siege of regime-held part of the city https://t.co/alSdwiatrI'",United States,English,1/30/2016 13:20,26740,0,NewsFeed,WARFAREWW,True
137458,WARFAREWW,"'@WarfareWW It retook most of #Latakia Province, safeguarding the port https://t.co/WIknUxpj4u'",United States,English,1/30/2016 13:22,26740,0,NewsFeed,WARFAREWW,True
137459,WARFAREWW,"'@WarfareWW  Strengthened regime control of #Hama and #Homs, ensuring the supply routes south to #Damascus https://t.co/okMZ2Q8ErI'",United States,English,1/30/2016 13:25,26740,0,NewsFeed,WARFAREWW,True
137460,WARFAREWW,"'@WarfareWW It hit the Jaysh al-Islam/#alQaeda and #IS around #Damascus, forcing the latter 2 to withdraw https://t.co/4Vi2kavyUk'",United States,English,1/30/2016 13:28,26740,0,NewsFeed,WARFAREWW,True
137461,WARFAREWW,"'@WarfareWW And killing Zahran Alloush, leader of the Jaysh al-Islam https://t.co/G5gFWd7Dip'",United States,English,1/30/2016 13:29,26740,0,NewsFeed,WARFAREWW,True
137462,WARFAREWW,'@WarfareWW It hit #alQaeda & #FSA forces in #Daraa Province and the key town of al-#Sheikh_Miskeen fell to the #SAA https://t.co/z4VQELBsXm',United States,English,1/30/2016 13:33,26740,0,NewsFeed,WARFAREWW,True
137463,WARFAREWW,"'@WarfareWW #RuAF, in conjunction with #SAA, #Hezbollah and #IRGC fighters has braced regime control of the ‘Y’ https://t.co/dNETZkA2QF'",United States,English,1/30/2016 13:39,26740,0,NewsFeed,WARFAREWW,True
137464,WARFAREWW,"'@WarfareWW H.Chunying urged #US to respect/abide by its laws, not to undermine mutual trust, reg.peace, stability https://t.co/vgCQp7j4ne'",United States,English,1/30/2016 17:54,26740,0,NewsFeed,WARFAREWW,True
137465,WARFAREWW,'@WarfareWW https://t.co/bAisBFaQo2',United States,English,1/30/2016 23:17,26740,0,NewsFeed,WARFAREWW,True
137466,WARFAREWW,'@WarfareWW P-8A is designed to replace P-3C Orion as the US Navy's long-range anti-sub/anti-surface warfare aircraft https://t.co/U1e3XVtD94',United States,English,1/30/2016 7:09,26740,0,NewsFeed,WARFAREWW,True
137467,WARFAREWW,'@WarfareWW Project Anarchist is said to have collected video from the cockpit of an #Israeli F-16 jet https://t.co/Pb2hbOgT0G',United States,English,1/30/2016 7:23,26740,0,NewsFeed,WARFAREWW,True
137468,WARFAREWW,'@WarfareWW Acc. to docs from former US spy @Snowden US/UK have monitored secret sorties & communications since 1998 https://t.co/Skt1U4V0It',United States,English,1/30/2016 7:27,26740,0,NewsFeed,WARFAREWW,True
137471,WARFAREWW,"'@WarfareWW Project ""Anarchist"" has been running since 1998 & was based near the highest point in Cyprus - Troodos https://t.co/pAmpSA4Qkq'",United States,English,1/30/2016 7:32,26740,0,NewsFeed,WARFAREWW,True
137472,WARFAREWW,'@WarfareWW NSA/GCHQ regarded the Troodos as a “jewel in the crown” due to its unique location that allowed eavesdropping on #Israeli drones',United States,English,1/30/2016 7:36,26740,0,NewsFeed,WARFAREWW,True
137473,WARFAREWW,"'@WarfareWW #Israel was the main focus, but systems in #Egypt, #Turkey, #Iran and #Syria were also hacked into https://t.co/zfU9187P0C'",United States,English,1/30/2016 8:22,26740,0,NewsFeed,WARFAREWW,True
137474,WARFAREWW,'@WarfareWW https://t.co/izlfb9UGll',United States,English,1/30/2017 15:08,26740,0,NewsFeed,WARFAREWW,True
137475,WARFAREWW,"'@WarfareWW The leader of a group - “05” Red RF-95815, followed by “06” Red RF-95816, Red “04” and the Red “03” https://t.co/F0ySFP6JiE'",United States,English,1/31/2016 12:57,26740,0,NewsFeed,WARFAREWW,True
137476,WARFAREWW,'@WarfareWW https://t.co/1ezIloAcvM',United States,English,1/31/2016 19:15,26740,0,NewsFeed,WARFAREWW,True
137477,WARFAREWW,"'@WarfareWW Saudi Arabia cut diplomatic relations with Iran, this morning Bahrain followed by Sudan and UAE https://t.co/JwACDPSwiT'",United States,English,1/4/2016 16:54,26740,0,NewsFeed,WARFAREWW,True
137478,WARFAREWW,'@WarfareWW Seems like #Sunni anti-Iranian coalition is developing',United States,English,1/4/2016 16:54,26740,0,NewsFeed,WARFAREWW,True
137479,WARFAREWW,"'@WarfareWW Saudis have long relationship with #Egypt, after the Arab Spring their position only strengthened https://t.co/0Kdh3dLZsz'",United States,English,1/4/2016 16:56,26740,0,NewsFeed,WARFAREWW,True
137480,WARFAREWW,'@WarfareWW The mil.strength of coalition looks badly vs. Iran. But there are sev.factors that can change the balance https://t.co/quBgMJ6lD4',United States,English,1/4/2016 16:56,26740,0,NewsFeed,WARFAREWW,True
137481,WARFAREWW,'@WarfareWW In serious situation - Egypt to support the SA https://t.co/oKtNcyhO1m',United States,English,1/4/2016 16:57,26740,0,NewsFeed,WARFAREWW,True
137482,WARFAREWW,'@WarfareWW #Turkey has a number of claims against #Iran and #Saudis are well able to make them the right offer https://t.co/fQfAc7cxkk',United States,English,1/4/2016 16:58,26740,0,NewsFeed,WARFAREWW,True
137483,WARFAREWW,'@WarfareWW The #US policy of reconciliation with #Iran failed. #Saudi might get the support from Washington https://t.co/qEp6lgXypq',United States,English,1/4/2016 16:59,26740,0,NewsFeed,WARFAREWW,True
137484,WARFAREWW,'@WarfareWW Sev.sources reported #Saudi joined the nuclear club by buying “off the shelf” nukes from #Pakistan https://t.co/OiKb45mVF0',United States,English,1/4/2016 16:59,26740,0,NewsFeed,WARFAREWW,True
137485,WARFAREWW,'@WarfareWW Iran-Saudi crisis 'most dangerous for decades' but hopefully not yet war https://t.co/QBsFkwEZGW',United States,English,1/4/2016 17:03,26740,0,NewsFeed,WARFAREWW,True
137486,WARFAREWW,'@WarfareWW The analysis for Iran you can read in tomorrow's report. Thank you https://t.co/lfIyz4SWmw',United States,English,1/4/2016 17:08,26740,0,NewsFeed,WARFAREWW,True
137487,WARFAREWW,'@WarfareWW https://t.co/7SEqX6CZ2Z',United States,English,1/5/2016 12:46,26740,0,NewsFeed,WARFAREWW,True
137488,WARFAREWW,"'@WarfareWW OPCW has found indications that some people in Syria were exposed to sarin gas, according to #UN https://t.co/63xgGnvbkM'",United States,English,1/5/2016 14:06,26740,0,NewsFeed,WARFAREWW,True
137489,WARFAREWW,"'@WarfareWW OPCW has found indications that some people in Syria were exposed to sarin gas, according to #UN https://t.co/M0WaQ0QGUs'",United States,English,1/5/2016 14:07,26740,0,NewsFeed,WARFAREWW,True
137490,WARFAREWW,'@WarfareWW Sev.sources reported that chem.materials (sarin gas) were delivered from #Turkey to #Syrian militants https://t.co/Ts1XtOs3Xq',United States,English,1/5/2016 14:08,26740,0,NewsFeed,WARFAREWW,True
137491,WARFAREWW,"'@WarfareWW December 2015, he disclosed to RT that #Ankara was aware of sarin supplies to terrorist groups via Turkey https://t.co/6tTjnJ28EZ'",United States,English,1/5/2016 14:10,26740,0,NewsFeed,WARFAREWW,True
137492,WARFAREWW,"'@WarfareWW The latest to speak publicly on the allegations was Eren Erdem, member of the #Turkish opposition Republican People’s Party(CHP)'",United States,English,1/5/2016 14:10,26740,0,NewsFeed,WARFAREWW,True
137493,WARFAREWW,'@WarfareWW Iranian Revolutionary Guard Corps’ (IRGC) elite Quds Force is probably the most effective tool of #Tehran https://t.co/yjOuKJk2w3',United States,English,1/5/2016 15:52,26740,0,NewsFeed,WARFAREWW,True
137494,WARFAREWW,"'@WarfareWW Tehran has strike capability in the form of ballistic missiles. Emad(1700km range), Shahab-4(~3000km) https://t.co/1tvexiZNwE'",United States,English,1/5/2016 15:56,26740,0,NewsFeed,WARFAREWW,True
137495,WARFAREWW,'@WarfareWW #Iran could attempt to shutdown the Straits of Hormuz or disrupt shipping traffic in the Persian Gulf https://t.co/rGMD5tETKa',United States,English,1/5/2016 15:57,26740,0,NewsFeed,WARFAREWW,True
